timestamp,month,day_of_year,hour,weekday,is_weekend,zenith_deg,cloud_cover_pct,temperature_c,relative_humidity,surface_pressure_hpa,ghi,dni,dhi,wind_speed_10m,wind_speed_100m,wind_direction_deg,solar_generation_kw,wind_generation_kw,demand_load_kw
2025-01-02T07:00:00+00:00,1,2,7,3,0,86.53,6.3,16.17,68.6,1009.0,42.49,45.8,39.71,2.42,3.36,205.7,4.07,0.01,31.86
2025-01-02T08:00:00+00:00,1,2,8,3,0,74.71,18.6,17.73,64.4,1008.6,226.34,211.85,170.46,2.59,3.6,205.6,21.09,0.03,41.98
2025-01-02T09:00:00+00:00,1,2,9,3,0,64.01,46.4,18.51,69.3,1009.7,347.78,214.4,253.82,1.65,2.29,178.7,31.85,0.0,44.01
2025-01-02T10:00:00+00:00,1,2,10,3,0,55.1,14.8,21.38,61.7,1007.6,542.87,532.13,238.42,1.13,1.57,185.3,47.99,0.0,49.84
2025-01-02T11:00:00+00:00,1,2,11,3,0,48.98,4.9,23.93,54.6,1010.1,650.47,711.19,183.72,2.64,3.67,161.6,56.14,0.04,56.61
2025-01-02T12:00:00+00:00,1,2,12,3,0,46.76,39.5,22.79,59.6,1007.7,596.6,415.25,312.16,2.38,3.31,190.8,52.09,0.0,63.32
2025-01-02T13:00:00+00:00,1,2,13,3,0,48.98,23.0,23.17,56.2,1009.8,611.25,541.18,256.08,0.71,0.99,220.8,53.18,0.0,69.29
2025-01-02T14:00:00+00:00,1,2,14,3,0,55.1,38.2,23.26,54.5,1008.7,491.96,349.46,292.02,0.59,0.82,180.0,43.44,0.0,75.8
2025-01-02T15:00:00+00:00,1,2,15,3,0,64.01,25.8,25.9,48.3,1010.2,376.84,321.62,235.89,3.18,4.42,188.9,33.4,0.39,78.44
2025-01-02T16:00:00+00:00,1,2,16,3,0,74.71,27.6,24.41,49.6,1007.7,210.67,175.3,164.43,1.42,1.97,209.0,19.17,0.0,74.14
2025-01-02T17:00:00+00:00,1,2,17,3,0,86.53,41.7,23.74,53.5,1009.3,38.14,25.57,36.59,1.86,2.59,206.9,3.55,0.0,71.39
2025-01-02T18:00:00+00:00,1,2,18,3,0,99.06,24.0,23.3,58.0,1007.9,0.0,0.0,0.0,2.8,3.89,223.0,0.0,0.1,69.61
2025-01-02T19:00:00+00:00,1,2,19,3,0,112.05,19.4,22.4,56.4,1009.6,0.0,0.0,0.0,5.75,7.99,205.6,0.0,17.04,69.05
2025-01-02T20:00:00+00:00,1,2,20,3,0,125.36,28.2,20.2,62.0,1009.6,0.0,0.0,0.0,4.5,6.25,156.1,0.0,4.71,64.02
2025-01-02T21:00:00+00:00,1,2,21,3,0,138.86,38.7,17.27,70.1,1010.1,0.0,0.0,0.0,5.6,7.78,191.7,0.0,14.98,54.28
2025-01-02T22:00:00+00:00,1,2,22,3,0,152.5,25.2,16.81,71.8,1009.3,0.0,0.0,0.0,3.02,4.2,204.2,0.0,0.24,48.46
2025-01-02T23:00:00+00:00,1,2,23,3,0,166.21,19.1,16.37,73.0,1010.4,0.0,0.0,0.0,1.36,1.89,163.0,0.0,0.0,35.99
2025-01-03T00:00:00+00:00,1,3,0,4,0,179.01,17.4,14.85,75.0,1011.2,0.0,0.0,0.0,3.18,4.42,191.8,0.0,0.39,31.99
2025-01-03T01:00:00+00:00,1,3,1,4,0,166.2,17.8,14.01,80.4,1010.7,0.0,0.0,0.0,3.78,5.25,195.7,0.0,1.56,32.73
2025-01-03T02:00:00+00:00,1,3,2,4,0,152.49,34.3,12.31,82.0,1010.2,0.0,0.0,0.0,1.11,1.54,207.4,0.0,0.0,32.11
2025-01-03T03:00:00+00:00,1,3,3,4,0,138.85,53.3,11.8,84.4,1012.1,0.0,0.0,0.0,3.51,4.88,215.3,0.0,0.91,32.38
2025-01-03T04:00:00+00:00,1,3,4,4,0,125.34,52.3,11.08,82.4,1009.7,0.0,0.0,0.0,2.62,3.64,218.5,0.0,0.04,28.9
2025-01-03T05:00:00+00:00,1,3,5,4,0,112.03,3.1,15.08,75.3,1010.7,0.0,0.0,0.0,1.34,1.86,171.5,0.0,0.0,35.76
2025-01-03T06:00:00+00:00,1,3,6,4,0,99.03,40.2,13.51,73.5,1011.3,0.0,0.0,0.0,5.17,7.19,203.4,0.0,10.09,33.7
2025-01-03T07:00:00+00:00,1,3,7,4,0,86.49,0.0,17.05,67.3,1009.7,37.84,43.52,35.17,7.31,10.16,203.9,3.61,50.35,34.77
2025-01-03T08:00:00+00:00,1,3,8,4,0,74.66,26.6,17.75,66.0,1009.2,213.32,180.14,165.65,4.43,6.16,170.5,19.91,4.33,38.65
2025-01-03T09:00:00+00:00,1,3,9,4,0,63.95,38.7,17.54,66.8,1009.6,369.48,260.34,255.13,3.08,4.28,238.8,33.87,0.29,44.6
2025-01-03T10:00:00+00:00,1,3,10,4,0,55.03,26.8,21.75,60.7,1009.7,534.08,449.51,276.43,1.03,1.43,227.7,47.19,0.0,50.85
2025-01-03T11:00:00+00:00,1,3,11,4,0,48.9,20.8,20.71,61.0,1009.8,625.42,569.64,250.95,1.8,2.5,195.1,54.86,0.0,60.18
2025-01-03T12:00:00+00:00,1,3,12,4,0,46.68,26.9,21.93,49.7,1008.7,652.05,548.21,275.92,2.26,3.14,197.8,56.73,0.0,66.38
2025-01-03T13:00:00+00:00,1,3,13,4,0,48.9,39.5,23.26,54.7,1007.4,565.2,393.4,306.59,2.03,2.82,207.6,49.45,0.0,71.76
2025-01-03T14:00:00+00:00,1,3,14,4,0,55.03,37.5,24.46,51.4,1007.5,490.42,352.69,288.27,1.51,2.1,169.2,43.1,0.0,75.12
2025-01-03T15:00:00+00:00,1,3,15,4,0,63.95,26.7,24.72,50.5,1008.8,374.43,315.66,235.79,1.09,1.52,222.0,33.35,0.0,75.05
2025-01-03T16:00:00+00:00,1,3,16,4,0,74.66,23.4,25.37,48.6,1007.6,221.38,195.14,169.74,2.62,3.64,245.4,20.04,0.04,73.59
2025-01-03T17:00:00+00:00,1,3,17,4,0,86.49,18.5,25.09,47.7,1008.3,30.3,28.41,28.56,3.53,4.91,217.3,2.81,0.96,72.03
2025-01-03T18:00:00+00:00,1,3,18,4,0,99.03,14.5,22.37,52.9,1007.9,0.0,0.0,0.0,0.66,0.92,169.4,0.0,0.0,68.49
2025-01-03T19:00:00+00:00,1,3,19,4,0,112.03,18.2,21.61,55.1,1009.0,0.0,0.0,0.0,4.65,6.46,216.1,0.0,5.68,69.6
2025-01-03T20:00:00+00:00,1,3,20,4,0,125.34,43.8,19.56,62.3,1010.6,0.0,0.0,0.0,3.41,4.74,208.7,0.0,0.72,64.12
2025-01-03T21:00:00+00:00,1,3,21,4,0,138.85,18.0,20.35,59.7,1007.0,0.0,0.0,0.0,9.04,12.57,216.7,0.0,100.0,53.38
2025-01-03T22:00:00+00:00,1,3,22,4,0,152.49,32.8,16.43,69.0,1008.9,0.0,0.0,0.0,2.03,2.82,180.6,0.0,0.0,41.51
2025-01-03T23:00:00+00:00,1,3,23,4,0,166.2,34.2,15.74,74.1,1009.9,0.0,0.0,0.0,2.46,3.42,203.4,0.0,0.01,39.42
2025-01-04T00:00:00+00:00,1,4,0,5,1,178.91,15.6,15.17,76.0,1008.1,0.0,0.0,0.0,5.04,7.01,214.6,0.0,8.85,20.98
2025-01-04T01:00:00+00:00,1,4,1,5,1,166.19,15.3,14.38,67.8,1009.4,0.0,0.0,0.0,3.89,5.41,197.6,0.0,1.92,23.15
2025-01-04T02:00:00+00:00,1,4,2,5,1,152.47,7.4,13.9,72.3,1009.3,0.0,0.0,0.0,2.46,3.42,204.7,0.0,0.01,20.92
2025-01-04T03:00:00+00:00,1,4,3,5,1,138.83,36.4,13.18,84.6,1009.3,0.0,0.0,0.0,2.6,3.61,252.4,0.0,0.03,23.06
2025-01-04T04:00:00+00:00,1,4,4,5,1,125.31,24.9,13.37,77.6,1010.1,0.0,0.0,0.0,3.02,4.2,200.6,0.0,0.24,21.84
2025-01-04T05:00:00+00:00,1,4,5,5,1,112.0,28.7,13.01,80.5,1009.7,0.0,0.0,0.0,3.87,5.38,197.3,0.0,1.85,22.69
2025-01-04T06:00:00+00:00,1,4,6,5,1,98.99,52.2,13.96,80.1,1011.1,0.0,0.0,0.0,2.17,3.02,195.6,0.0,0.0,21.21
2025-01-04T07:00:00+00:00,1,4,7,5,1,86.44,0.5,16.41,62.9,1009.6,48.22,55.15,44.79,3.96,5.5,220.3,4.61,2.14,19.01
2025-01-04T08:00:00+00:00,1,4,8,5,1,74.6,30.1,15.87,73.3,1010.0,216.82,174.24,170.56,2.53,3.52,195.4,20.37,0.02,25.77
2025-01-04T09:00:00+00:00,1,4,9,5,1,63.88,28.3,19.02,62.4,1008.3,381.77,314.88,243.15,2.94,4.09,205.1,34.75,0.18,24.88
2025-01-04T10:00:00+00:00,1,4,10,5,1,54.95,33.0,20.84,61.2,1008.6,511.11,393.56,285.09,3.21,4.46,184.1,45.46,0.43,27.4
2025-01-04T11:00:00+00:00,1,4,11,5,1,48.81,20.7,22.86,60.8,1009.6,633.52,578.01,252.86,2.37,3.29,188.2,55.04,0.0,28.86
2025-01-04T12:00:00+00:00,1,4,12,5,1,46.58,5.9,24.58,50.4,1008.6,687.88,743.99,176.52,2.39,3.32,181.2,58.92,0.0,34.71
2025-01-04T13:00:00+00:00,1,4,13,5,1,48.81,27.9,24.39,53.2,1008.8,620.61,514.88,281.52,1.28,1.78,241.4,53.67,0.0,39.46
2025-01-04T14:00:00+00:00,1,4,14,5,1,54.95,46.4,22.8,54.4,1008.6,462.67,285.12,298.93,3.09,4.29,225.6,41.08,0.29,36.58
2025-01-04T15:00:00+00:00,1,4,15,5,1,63.88,25.7,24.36,52.7,1006.0,393.84,336.55,245.68,5.45,7.58,177.9,35.05,13.18,36.73
2025-01-04T16:00:00+00:00,1,4,16,5,1,74.6,23.3,24.54,45.7,1008.1,227.59,200.83,174.26,3.15,4.38,198.3,20.66,0.36,42.49
2025-01-04T17:00:00+00:00,1,4,17,5,1,86.44,25.4,22.56,49.0,1009.1,46.28,39.7,43.82,7.0,9.73,198.3,4.33,41.81,41.93
2025-01-04T18:00:00+00:00,1,4,18,5,1,98.99,58.2,21.49,61.1,1008.8,0.0,0.0,0.0,2.11,2.93,201.4,0.0,0.0,49.58
2025-01-04T19:00:00+00:00,1,4,19,5,1,112.0,58.1,19.32,68.3,1006.4,0.0,0.0,0.0,3.36,4.67,228.6,0.0,0.64,49.15
2025-01-04T20:00:00+00:00,1,4,20,5,1,125.31,23.2,20.21,56.5,1008.2,0.0,0.0,0.0,4.52,6.28,196.5,0.0,4.84,51.04
2025-01-04T21:00:00+00:00,1,4,21,5,1,138.83,33.1,17.84,66.4,1009.4,0.0,0.0,0.0,2.32,3.22,218.2,0.0,0.0,42.09
2025-01-04T22:00:00+00:00,1,4,22,5,1,152.47,21.0,17.9,64.4,1010.0,0.0,0.0,0.0,1.52,2.11,220.0,0.0,0.0,33.56
2025-01-04T23:00:00+00:00,1,4,23,5,1,166.19,30.1,15.81,78.5,1008.6,0.0,0.0,0.0,2.16,3.0,215.6,0.0,0.0,27.66
2025-01-05T00:00:00+00:00,1,5,0,6,1,178.81,32.0,13.25,79.8,1009.8,0.0,0.0,0.0,5.37,7.46,184.6,0.0,12.17,20.53
2025-01-05T01:00:00+00:00,1,5,1,6,1,166.17,43.9,11.3,84.0,1008.9,0.0,0.0,0.0,2.93,4.07,167.8,0.0,0.17,25.05
2025-01-05T02:00:00+00:00,1,5,2,6,1,152.46,30.6,12.69,79.0,1010.5,0.0,0.0,0.0,5.23,7.27,228.9,0.0,10.68,21.95
2025-01-05T03:00:00+00:00,1,5,3,6,1,138.81,24.0,13.97,86.3,1010.6,0.0,0.0,0.0,1.96,2.72,212.9,0.0,0.0,21.69
2025-01-05T04:00:00+00:00,1,5,4,6,1,125.29,28.3,13.16,78.5,1009.2,0.0,0.0,0.0,0.5,0.69,176.9,0.0,0.0,23.05
2025-01-05T05:00:00+00:00,1,5,5,6,1,111.97,52.1,12.86,82.0,1010.6,0.0,0.0,0.0,0.5,0.69,214.6,0.0,0.0,23.94
2025-01-05T06:00:00+00:00,1,5,6,6,1,98.95,48.1,14.26,74.7,1008.6,0.0,0.0,0.0,2.41,3.35,202.5,0.0,0.01,22.79
2025-01-05T07:00:00+00:00,1,5,7,6,1,86.39,10.9,15.33,67.3,1011.0,46.13,47.29,43.16,1.61,2.24,191.8,4.43,0.0,21.28
2025-01-05T08:00:00+00:00,1,5,8,6,1,74.54,59.7,15.7,73.2,1010.3,170.68,79.17,149.58,0.5,0.69,221.6,16.13,0.0,21.3
2025-01-05T09:00:00+00:00,1,5,9,6,1,63.81,28.0,17.34,68.6,1009.0,382.48,316.65,242.74,0.75,1.04,214.3,35.04,0.0,25.68
2025-01-05T10:00:00+00:00,1,5,10,6,1,54.87,49.3,20.63,68.1,1008.3,451.58,263.17,300.13,3.19,4.43,187.7,40.49,0.4,29.84
2025-01-05T11:00:00+00:00,1,5,11,6,1,48.71,6.9,21.69,53.2,1009.8,654.32,700.39,192.18,3.01,4.18,211.8,56.96,0.23,32.11
2025-01-05T12:00:00+00:00,1,5,12,6,1,46.48,41.0,22.65,57.4,1006.9,601.46,407.78,320.66,1.44,2.0,225.8,52.51,0.0,34.28
2025-01-05T13:00:00+00:00,1,5,13,6,1,48.71,33.4,24.52,53.5,1007.9,595.29,455.7,294.61,3.93,5.46,227.2,51.62,2.04,37.44
2025-01-05T14:00:00+00:00,1,5,14,6,1,54.87,22.5,24.51,50.7,1007.8,532.87,474.75,259.65,2.13,2.96,204.2,46.57,0.0,38.8
2025-01-05T15:00:00+00:00,1,5,15,6,1,63.81,33.0,23.92,54.7,1009.3,366.72,282.45,242.06,3.41,4.74,215.1,32.8,0.72,38.57
2025-01-05T16:00:00+00:00,1,5,16,6,1,74.54,40.9,24.97,60.6,1007.9,198.16,134.77,162.24,5.28,7.34,175.8,18.02,11.21,38.65
2025-01-05T17:00:00+00:00,1,5,17,6,1,86.39,17.6,24.17,48.1,1007.4,46.57,44.13,43.79,2.11,2.93,188.4,4.33,0.0,44.16
2025-01-05T18:00:00+00:00,1,5,18,6,1,98.95,30.9,24.03,52.6,1009.4,0.0,0.0,0.0,6.92,9.62,205.2,0.0,39.8,53.51
2025-01-05T19:00:00+00:00,1,5,19,6,1,111.97,20.1,23.02,61.4,1007.0,0.0,0.0,0.0,1.98,2.75,210.9,0.0,0.0,51.76
2025-01-05T20:00:00+00:00,1,5,20,6,1,125.29,21.4,20.06,64.0,1010.4,0.0,0.0,0.0,4.81,6.69,198.0,0.0,6.89,51.79
2025-01-05T21:00:00+00:00,1,5,21,6,1,138.81,23.6,18.35,62.6,1011.6,0.0,0.0,0.0,4.17,5.8,228.2,0.0,3.01,43.02
2025-01-05T22:00:00+00:00,1,5,22,6,1,152.46,23.4,17.6,69.6,1010.0,0.0,0.0,0.0,1.41,1.96,249.7,0.0,0.0,32.1
2025-01-05T23:00:00+00:00,1,5,23,6,1,166.17,13.0,17.15,67.2,1008.6,0.0,0.0,0.0,2.23,3.1,209.3,0.0,0.0,27.29
2025-01-06T00:00:00+00:00,1,6,0,0,0,178.7,31.0,14.26,80.4,1012.4,0.0,0.0,0.0,5.4,7.51,204.4,0.0,12.58,34.38
2025-01-06T01:00:00+00:00,1,6,1,0,0,166.16,14.7,12.83,77.3,1010.3,0.0,0.0,0.0,4.08,5.67,221.2,0.0,2.61,33.48
2025-01-06T02:00:00+00:00,1,6,2,0,0,152.44,34.4,13.41,84.9,1011.4,0.0,0.0,0.0,1.61,2.24,228.0,0.0,0.0,31.35
2025-01-06T03:00:00+00:00,1,6,3,0,0,138.79,18.3,12.6,80.1,1010.5,0.0,0.0,0.0,2.94,4.09,223.1,0.0,0.18,32.39
2025-01-06T04:00:00+00:00,1,6,4,0,0,125.26,28.9,11.74,82.5,1010.9,0.0,0.0,0.0,3.91,5.43,258.3,0.0,1.97,32.64
2025-01-06T05:00:00+00:00,1,6,5,0,0,111.94,23.5,14.13,77.8,1011.1,0.0,0.0,0.0,4.76,6.62,186.2,0.0,6.51,31.66
2025-01-06T06:00:00+00:00,1,6,6,0,0,98.91,30.7,15.15,73.7,1009.9,0.0,0.0,0.0,1.84,2.56,201.0,0.0,0.0,32.34
2025-01-06T07:00:00+00:00,1,6,7,0,0,86.34,29.9,15.16,73.1,1007.7,43.18,34.83,40.96,3.14,4.36,203.9,4.15,0.35,38.15
2025-01-06T08:00:00+00:00,1,6,8,0,0,74.48,11.0,18.32,64.6,1008.2,217.44,222.67,157.86,0.78,1.08,229.2,20.24,0.0,39.7
2025-01-06T09:00:00+00:00,1,6,9,0,0,63.74,44.1,16.95,68.5,1010.1,350.2,225.31,250.49,2.51,3.49,184.5,32.25,0.02,41.23
2025-01-06T10:00:00+00:00,1,6,10,0,0,54.78,27.8,20.04,62.7,1007.7,526.57,437.34,274.33,3.5,4.86,243.9,46.89,0.88,50.18
2025-01-06T11:00:00+00:00,1,6,11,0,0,48.61,28.0,21.49,60.2,1009.5,615.5,509.78,278.45,3.52,4.89,227.9,53.89,0.93,59.87
2025-01-06T12:00:00+00:00,1,6,12,0,0,46.37,30.7,22.71,59.9,1007.9,640.39,510.47,288.18,1.36,1.89,251.1,55.62,0.0,64.32
2025-01-06T13:00:00+00:00,1,6,13,0,0,48.61,28.2,24.31,50.7,1009.3,605.71,500.45,274.83,2.34,3.25,206.0,52.49,0.0,68.07
2025-01-06T14:00:00+00:00,1,6,14,0,0,54.78,9.3,26.03,48.7,1007.1,557.8,581.69,222.3,1.74,2.42,214.1,48.3,0.0,82.62
2025-01-06T15:00:00+00:00,1,6,15,0,0,63.74,28.1,26.09,48.0,1008.1,389.5,322.26,246.9,2.32,3.22,195.0,34.44,0.0,77.21
2025-01-06T16:00:00+00:00,1,6,16,0,0,74.48,49.9,22.91,57.2,1010.0,190.66,109.85,161.27,0.72,1.0,233.5,17.49,0.0,74.95
2025-01-06T17:00:00+00:00,1,6,17,0,0,86.34,32.6,24.18,51.8,1009.5,42.74,33.12,40.63,5.06,7.03,241.4,3.97,8.98,70.97
2025-01-06T18:00:00+00:00,1,6,18,0,0,98.91,53.2,21.1,65.2,1009.0,0.0,0.0,0.0,1.28,1.78,194.4,0.0,0.0,69.45
2025-01-06T19:00:00+00:00,1,6,19,0,0,111.94,35.8,22.19,68.5,1008.6,0.0,0.0,0.0,4.82,6.7,215.8,0.0,6.95,69.83
2025-01-06T20:00:00+00:00,1,6,20,0,0,125.26,35.7,19.02,62.5,1007.5,0.0,0.0,0.0,6.16,8.56,233.7,0.0,23.58,66.39
2025-01-06T21:00:00+00:00,1,6,21,0,0,138.79,6.0,19.05,56.5,1011.1,0.0,0.0,0.0,5.01,6.96,236.6,0.0,8.52,55.83
2025-01-06T22:00:00+00:00,1,6,22,0,0,152.44,26.3,17.91,71.1,1007.7,0.0,0.0,0.0,6.72,9.34,225.7,0.0,34.96,43.76
2025-01-06T23:00:00+00:00,1,6,23,0,0,166.16,44.8,15.45,77.7,1009.0,0.0,0.0,0.0,6.53,9.08,204.0,0.0,30.83,37.31
2025-01-07T00:00:00+00:00,1,7,0,1,0,178.59,27.8,15.36,77.8,1009.3,0.0,0.0,0.0,3.21,4.46,175.8,0.0,0.43,32.42
2025-01-07T01:00:00+00:00,1,7,1,1,0,166.14,14.2,14.4,77.0,1009.8,0.0,0.0,0.0,2.21,3.07,194.6,0.0,0.0,34.09
2025-01-07T02:00:00+00:00,1,7,2,1,0,152.43,22.5,13.41,78.8,1010.5,0.0,0.0,0.0,1.97,2.74,178.6,0.0,0.0,32.47
2025-01-07T03:00:00+00:00,1,7,3,1,0,138.77,25.0,13.79,81.9,1008.5,0.0,0.0,0.0,3.79,5.27,213.5,0.0,1.6,31.42
2025-01-07T04:00:00+00:00,1,7,4,1,0,125.23,24.2,14.71,80.5,1010.2,0.0,0.0,0.0,3.0,4.17,214.4,0.0,0.22,32.85
2025-01-07T05:00:00+00:00,1,7,5,1,0,111.9,24.2,13.21,78.0,1009.3,0.0,0.0,0.0,4.78,6.64,235.1,0.0,6.62,32.32
2025-01-07T06:00:00+00:00,1,7,6,1,0,98.87,29.0,12.76,79.2,1010.4,0.0,0.0,0.0,2.16,3.0,178.5,0.0,0.0,38.49
2025-01-07T07:00:00+00:00,1,7,7,1,0,86.29,17.6,15.42,73.0,1010.0,46.02,43.59,43.2,2.01,2.79,207.5,4.42,0.0,34.42
2025-01-07T08:00:00+00:00,1,7,8,1,0,74.42,30.7,17.36,70.5,1009.8,219.58,175.01,172.57,2.09,2.91,239.8,20.51,0.0,38.24
2025-01-07T09:00:00+00:00,1,7,9,1,0,63.66,22.7,19.08,65.9,1008.1,396.88,352.81,240.32,2.55,3.54,233.9,36.05,0.02,45.41
2025-01-07T10:00:00+00:00,1,7,10,1,0,54.68,14.3,20.29,58.8,1009.3,552.04,543.88,237.61,3.51,4.88,227.3,48.96,0.91,51.85
2025-01-07T11:00:00+00:00,1,7,11,1,0,48.5,34.9,19.96,56.7,1010.1,596.25,446.67,300.29,3.08,4.28,231.9,52.65,0.29,56.94
2025-01-07T12:00:00+00:00,1,7,12,1,0,46.26,44.6,22.17,57.8,1008.7,583.69,371.91,326.55,1.76,2.45,194.9,51.17,0.0,62.7
2025-01-07T13:00:00+00:00,1,7,13,1,0,48.5,17.5,23.13,49.6,1007.2,646.88,614.0,240.04,0.86,1.2,208.5,56.04,0.0,74.83
2025-01-07T14:00:00+00:00,1,7,14,1,0,54.68,40.2,25.64,56.5,1007.8,487.92,335.52,293.94,2.74,3.81,211.4,42.69,0.07,77.55
2025-01-07T15:00:00+00:00,1,7,15,1,0,63.66,14.2,26.5,42.4,1010.4,398.58,393.25,224.07,4.1,5.7,235.0,35.15,2.7,79.53
2025-01-07T16:00:00+00:00,1,7,16,1,0,74.42,38.3,24.16,53.5,1008.3,209.87,148.85,169.89,0.98,1.36,216.7,19.12,0.0,72.97
2025-01-07T17:00:00+00:00,1,7,17,1,0,86.29,27.7,23.17,49.6,1009.5,37.72,31.37,35.69,3.47,4.82,208.1,3.52,0.83,71.95
2025-01-07T18:00:00+00:00,1,7,18,1,0,98.87,9.2,23.04,54.1,1007.6,0.0,0.0,0.0,1.92,2.67,216.0,0.0,0.0,68.66
